subject_id,delta_power_mean,delta_power_median,delta_power_std,theta_power_mean,theta_power_median,theta_power_std,alpha_power_mean,alpha_power_median,alpha_power_std,beta_power_mean,beta_power_median,beta_power_std,gamma_power_mean,gamma_power_median,gamma_power_std,alpha_coherence_mean
02010028rest 20160317 1538.,30.445278478813393,19.51650975273763,51.9905701498765,8.778313450119647,6.190200434137188,12.97231970947499,4.48717215435413,3.9049953404586244,3.683312381270702,63.931129559836194,29.83183219475442,75.57854122981111,9.26822318944073,6.546829755817156,8.211693396273345,0.4984802507114479
02010030rest 20160324 1054.,54.66218930162848,5.881507065746284,462.3163687769657,8.43949241218295,3.2136560769295883,24.140012498289384,3.13458252119644,2.213919971420533,4.960132813521619,19.80672077928699,18.569844990526967,11.462514369215816,2.7668076439829985,2.646321631357919,1.4247339627279418,0.44930036339074014
02010033rest 20160331 1239.,18.899985393152782,10.499980484428043,23.691662221816326,5.882758117796283,2.9860402168287745,7.295755235709213,3.8516448062422457,2.8344063111953943,2.9447882804059082,57.07142031193692,38.429555324400255,46.74567303996672,5.140075912956446,4.207080355036606,3.359729680383837,0.35559057062960264
02010034rest 20160407 0938.,64.34037553175378,26.2753366464474,101.897644897412,15.916451434224467,10.040726329330552,17.89974981228903,7.907992831465773,6.650529658880343,6.098711947232014,9.203663921783178,7.780290794682731,5.755698755832135,4.1971454405994315,3.0113627430293546,3.792652053765966,0.4444995831973088
02010036_rest 20160408 1418,31.605017027182065,15.601731913117959,50.82088453342153,7.301898420683347,5.069294006535962,7.7866276971118875,4.7975668118357895,4.210932842855278,3.2125065821230407,76.32051826967805,53.76689857727016,71.5922120756269,4.412707895069978,3.419099459622819,3.2762484362927515,0.4890575677728564
02020008rest 20150624 1711.,736.2336783489275,197.8472757385934,1706.0510056432784,75.35678426018052,21.441665309461754,156.135672357606,31.073822253043176,12.73206095548275,60.0632893599912,41.837079222781476,26.710964731126793,39.0705191796766,5.0052999378001655,5.180733616599408,3.4058026807596047,0.5082563418426006
02020010rest 20150625 1224.,39.71543349645367,26.340315457774263,41.15426077791779,5.190610983847479,3.9025450752065707,6.081438466614485,3.7713377095459615,2.849764531649928,2.961099050746397,8.288711156423302,5.110799598083199,8.855988553601067,4.487493092847076,2.4070612679843757,6.165209270214024,0.4374696597898967
02020013rest 20150629 1607.,372.8271155920579,191.74102882890168,657.9286757565374,25.121564774122135,23.89465812716073,15.050976718199617,13.95993629044951,14.130560662149737,6.798668232928733,16.79873934601371,15.776482678114004,8.803855306630135,4.760980668671642,3.836434029661566,2.9678558611491286,0.5241641046737261
02020014_rest 20150630 1023,298.9953506594054,110.86860173597383,544.2070519049181,44.45111680194196,13.832171971068913,92.65528792938963,11.675155859898904,5.482880930597623,19.760862532045767,34.88157583753177,33.476803018648724,16.06846928567368,8.178166330663235,7.4486112855877575,4.075417991770849,0.4538896278250569
02020015_rest 20150630 1527,374.91888241186916,204.72586427086617,416.41873759368144,6.677211596367538,4.912173006115502,6.347685485110942,5.7869838941547,4.352359901722439,4.606162560874452,45.801942259249145,24.468664038083187,48.10580951983922,5.291319392571847,4.078607693866559,3.745168980226211,0.4507744276045055
02020016rest 20150701 1040.,23.526002228939824,16.64228275970597,28.791487107466317,6.828876927493846,6.466598299697001,4.219500140236179,8.331542644127984,7.580574387128282,4.732358592715398,74.29213320153758,60.22737552841538,55.851415715737694,6.994044713594691,7.068348090557338,3.4267300445209825,0.4205858447134744
02020018rest 20150702 1651.,511.8547884959715,206.2031070501882,734.3989284794267,9.495151561506493,7.854126728653961,10.352047147079576,5.299364941818496,4.434570770267616,3.7337593589157945,8.803863963304565,6.185065216696756,8.042798788334732,4.463353305932778,3.1332462547970223,4.479079993893301,0.27360804188525645
02020019rest 20150703 1036.,167.19490351815097,56.30022840693826,416.18731140705114,18.432381395598856,11.065876765009303,29.55328504104913,8.075005572316998,7.258076012908443,7.228972695160244,18.60066731440662,14.821522284860562,16.063513638475868,2.780206011720142,2.442107797231088,1.8511955896792858,0.40323724104424563
02020020rest 20150703 1754.,78.39649539039004,31.69862542253919,135.92508095908792,9.785212032924237,9.336406835012136,5.626510836373478,15.130247031408844,13.849921246416582,9.434985250097649,115.89528153653613,65.7564804243778,127.20823227184279,6.317370806655568,4.87666082602218,4.998265557070424,0.43395327026263864
02020021rest 20150707 1720.,121.7180304447175,79.99483310842102,137.74921597183084,9.254752766407947,8.02007670784144,7.542050100630597,6.7410186313116975,6.24763195700082,3.526134592163106,22.183237910843744,20.68317304966127,14.086686173841922,3.3795012160237707,3.150742996235687,2.055195951110434,0.4506294123909238
02020022rest 20150707 1452.,205.49251808905746,128.4009518029338,213.5122416206027,7.637131421008037,6.339335259512371,5.629023836890019,5.511003195839599,4.986819167742425,2.425446874879011,12.85469692544132,11.903791281570363,7.095657841875427,2.7662438266586444,2.7284598963027156,1.0423545163885795,0.4740486012473782
02020023restnew 20150709 10,42.284025978041804,24.607268770372727,62.40706800125546,10.033433667906447,8.302892681306735,7.590108905717187,7.403664346535364,6.615228089535024,4.793629688778728,14.837808647195718,11.590268775073552,11.409688914220423,2.005500026113389,1.9023225322118726,1.2102478940225838,0.4428870397496785
02020025rest 20150713 1519.,278.45841004982583,186.89782023791602,297.21523814649805,8.769373993344523,8.081110513709948,6.545629867254893,7.427695895282933,6.354012479667083,4.747132713056707,73.5875548032785,51.80997733622646,64.45310913333053,8.11711607372111,7.70215794506308,4.5413165463981615,0.3638449515622581
02020026_rest 20150714 1413,1014.7185304807633,606.4104199905631,3731.188906527461,53.85339698554075,9.487098400627705,467.0238877396024,18.8703014689684,6.14330846525122,121.48745015007938,111.1068675900591,56.795097680815445,132.19218526183602,8.117387815433542,4.253558030271175,19.651310462250095,0.4472254986490459
02020027rest 20150713 1049.,99.61181445138124,55.40486515705821,225.29045073795956,8.948381695454277,7.894953408178244,7.0102318392608405,6.304137163514125,5.800812540872121,3.4597256041085975,92.08522823195753,53.9617425275161,91.39023339455993,7.496995335950832,6.497042937136482,5.3220835406232485,0.44032905740664036
02020029rest 20150715 1316.,42.95941922746252,28.358420189003894,69.24490824033722,12.028821570386864,10.809070714128744,8.67059080962946,9.449043355124285,9.318565700913368,5.686749896135498,16.218547194822804,16.114804013921578,8.98165750904714,5.225945850331097,5.263730721701803,2.7102150528924196,0.44802591169487965
02030002rest_new 20151022 1,34.75726057523693,15.28568544072401,72.71712106063049,6.639666718437472,4.04557112383293,9.558201866594239,3.47278517836268,2.7961860459721293,3.790727223965173,4.432480422174226,3.4215420001153314,5.734009144564128,1.9150040062299034,1.6723486070602938,1.8599026365547093,0.3613935154001365
02030003_rest 20151022 1155,1218.979330404829,221.627974013653,2459.804132799668,22.191602730045403,9.908090873036086,52.93877503834033,6.606972917311583,4.238119455422778,10.127899964025799,26.288839144901942,18.393425243160717,25.197289789604095,3.5808759977982008,2.9590551613276372,3.229579406809441,0.40597913489262855
02030004_rest 20151026 1930,48.23640058083724,10.398298496798294,174.10619090339677,16.06893535690812,3.3319471749345544,62.223218943760784,3.498796683780604,2.309138653364778,5.467454191767776,11.847093924571098,8.478130423720794,10.201056857191192,1.896951538986609,1.6708524078156621,1.6318176537755857,0.4686499127867726
02030005rest 20151026 2103.,54.58394247179923,20.70028167273943,130.21338599145264,8.039837820003651,6.151399705097149,7.448707732470646,4.96727265789499,4.6639036479196925,2.5533384689901855,10.274434456543927,8.548390929376133,6.601800848071058,2.552763056385666,2.1077978480031776,1.9907368825801717,0.5093226249492104
02030006_rest 20151103 1725,46.20127227681199,31.50254021006127,53.931203192826715,9.203097768617436,6.14094480309527,11.391409558909466,3.8944242405266962,2.94943665418305,4.40158958470895,11.376573467862169,11.155669033528307,6.9742375690178715,3.7438006662901726,3.6972714925408283,1.9936514586084564,0.5515097267956199
02030007_rest 20151103 2032,52.28164706419922,8.285353243303542,405.2739772630838,6.746945163099591,3.0122521765710557,25.827499975552676,3.7521073064232273,2.8471835446447544,5.507107420238837,36.10512970158557,36.90607770106759,21.91353119571775,4.682620358739538,3.9766057961191033,8.550478827496688,0.4229214319684175
02030009_rest 20151105 1113,45.5066676646301,15.765955248875445,105.80984216109358,13.33423285013793,4.881185494618921,51.936248821430524,10.072621670219258,3.986775583018405,44.1131022095675,31.795637221291734,12.765523920469313,104.52547263569967,15.386149552278265,4.859522674994473,76.92009738627038,0.27962298784032613
02030014rest 20151117 1441.,17.621894728716725,13.410005705209468,20.049869161451003,5.803905957229501,5.55664873385631,3.7829125535264856,7.726320873529664,7.77772539500277,4.193531817729155,25.281692402088076,19.094682816921775,19.70627809323816,2.961962352548835,2.4433333675808395,2.071606350269013,0.4606289600313703
02030017_rest 20151208 1329,105.20888539635021,19.2911273510704,561.7343686833818,11.37060010289964,4.505201050369755,60.40916589319715,7.282698860026251,5.907724806242289,10.421664753499183,161.0677412393469,97.42071336757863,148.77652340241488,10.578469183057791,9.20412370586908,6.261629478731668,0.28916991522497926
02030018_rest 20151208 1443,34.15216858506001,17.490379488320954,108.23218112175657,11.970442651872492,4.804062468968587,70.74377822502174,5.764091655240335,2.76714835320311,29.54454923615765,47.913029533182986,40.92016072330864,44.37665585640163,4.224425632521182,3.8578277976268156,3.900838330401153,0.32202501853040166
02030019_rest 20151230 1314,13.622254340828393,8.754077834738581,18.40900463895679,3.2149421748876907,2.780807893012115,2.188664399687164,2.2618507613540273,1.9304046925494531,1.464038620032868,28.142228355660393,18.51373121428351,25.68980026188885,3.460824179287212,2.2191177906460835,3.4279390853084033,0.4053164212834005
02030020_rest 20151230 1416,58.77012107275635,18.733913563938103,120.72702307435127,6.87032930563084,2.3683067513753038,15.435851034995558,2.429112176370432,1.1307388052736043,5.004523078233994,6.741681478068781,4.873700399024413,6.5157367115257445,1.7205413838241905,1.239329297150667,1.4382737449106886,0.35354277898844194
02030021rest 20160105 1141.,30.955162847790323,19.55892821208994,39.315319398478586,5.83057170859264,4.9712149817263285,4.374146307954771,3.2675370926894356,3.3517231690723923,1.8962775173932285,34.06219580028763,25.49922084124973,29.975410643280007,2.4581745413423715,2.365699969750848,1.6031442334150157,0.5310752609177637
